# BLASTP 2.12.0+
# Query: NM_007347 Homo sapiens adaptor related protein complex 4 subunit epsilon 1 (AP4E1), transcript variant 1, mRNA.
# Database: ../../../Blast/ncbi-blast-2.15.0+/data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 88 hits found
NM_007347	P23514.1	22.770	426	248	18	155	553	94	465	1.82e-05	53.9
NM_007347	O35643.2	23.288	438	289	18	122	532	43	460	1.89e-05	53.9
NM_007347	Q66HV4.1	22.967	418	245	17	163	553	98	465	1.95e-05	53.9
NM_007347	Q54X82.1	23.161	367	254	12	110	466	31	379	1.99e-05	53.5
NM_007347	P52303.1	23.288	438	289	18	122	532	43	460	2.15e-05	53.5
NM_007347	Q9SUS3.1	22.102	371	267	9	110	473	33	388	2.99e-05	53.1
NM_007347	P62944.1	21.900	379	260	13	110	473	31	388	3.06e-05	53.1
NM_007347	Q9DBG3.1	21.900	379	260	13	110	473	31	388	3.25e-05	53.1
NM_007347	Q08DS7.1	21.951	451	303	17	110	532	31	460	3.43e-05	52.8
NM_007347	P63009.2	21.951	451	303	17	110	532	31	460	3.44e-05	52.8
NM_007347	P36000.1	21.662	397	274	15	91	473	27	400	1.50e-04	50.8
NM_007347	Q556J8.1	26.087	138	100	1	91	228	22	157	1.69e-04	50.8
NM_007347	Q8N9U9.1	71.429	28	8	0	1925	1952	109	136	0.002	44.3
NM_007347	Q54R84.1	27.049	122	88	1	109	229	43	164	0.032	43.1
NM_007347	Q9Z1T1.2	22.727	198	144	1	52	249	11	199	0.053	42.4
NM_007347	Q32PG1.1	20.153	392	257	11	111	466	61	432	0.074	42.0
NM_007347	Q495B1.2	70.370	27	8	0	1926	1952	495	521	0.085	41.6
NM_007347	Q5T6R2.1	63.889	36	13	0	1917	1952	102	137	0.092	39.3
NM_007347	O00203.3	23.741	139	106	0	111	249	61	199	0.14	41.2
NM_007347	Q13367.2	23.871	155	116	1	95	249	42	194	0.15	40.8
NM_007347	Q9JME5.2	23.871	155	116	1	95	249	42	194	0.16	40.8
NM_007347	Q7YRF1.1	23.741	139	106	0	111	249	61	199	0.16	40.8
NM_007347	O13939.1	24.832	149	111	1	114	261	54	202	0.19	40.4
NM_007347	P45437.2	21.040	423	246	18	163	553	96	462	0.31	40.0
NM_007347	Q9UMX1.2	22.148	149	104	4	167	309	293	435	0.32	39.7
NM_007347	P53620.1	20.098	204	149	6	289	489	212	404	0.66	38.9
NM_007347	Q6ZSR6.3	60.000	25	10	0	1992	2016	24	48	0.72	37.4
NM_007347	P46682.2	21.384	159	121	2	107	261	57	215	1.4	37.7
NM_007347	Q9QZE5.1	19.608	204	150	6	289	489	212	404	1.8	37.4
NM_007347	Q4AEF8.1	19.608	204	150	6	289	489	212	404	2.0	37.4
NM_007347	Q86U02.1	76.471	17	4	0	1968	1984	101	117	2.3	34.7
NM_007347	Q51831.3	33.333	66	41	1	630	695	269	331	2.4	36.6
NM_007347	B2RIF2.1	33.333	66	41	1	630	695	269	331	2.5	36.6
NM_007347	Q29G21.2	21.398	472	280	20	163	602	95	507	2.6	37.0
NM_007347	Q6P3R8.1	65.385	26	9	0	1917	1942	524	549	3.1	36.6
NM_007347	Q72LI9.1	25.806	186	111	6	507	673	258	435	3.2	36.2
NM_007347	Q93ZB9.1	29.412	68	45	2	67	134	183	247	3.4	36.2
NM_007347	P27000.2	25.806	186	111	6	507	673	258	435	3.5	36.2
NM_007347	A3PGM2.1	24.138	87	59	1	750	836	17	96	4.0	33.5
NM_007347	Q9Z0P7.1	25.234	107	73	3	204	309	335	435	4.4	35.8
NM_007347	Q66H38.1	33.981	103	52	3	7	104	307	398	7.6	35.4
NM_007347	Q8WTZ3.1	60.000	20	8	0	1993	2012	175	194	9.9	34.3
# BLASTP 2.12.0+
# Query: NM_007347 Homo sapiens adaptor related protein complex 4 subunit epsilon 1 (AP4E1), transcript variant 1, mRNA.
# Database: ../../../Blast/ncbi-blast-2.15.0+/data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 30 hits found
NM_007347	Q8N7I0.1	69.072	97	25	3	1915	2011	96	187	2.92e-27	114
NM_007347	Q6B4Z3.1	66.667	96	31	1	1915	2010	985	1079	3.86e-25	118
NM_007347	Q6UX73.2	70.000	80	24	0	1923	2002	323	402	2.76e-24	111
NM_007347	Q86U02.1	70.175	57	17	0	1914	1970	48	104	1.13e-16	81.3
NM_007347	Q8N2A0.1	75.510	49	12	0	1963	2011	117	165	7.22e-14	75.1
NM_007347	A0A096LPI5.1	47.826	92	35	2	1923	2010	18	100	1.43e-12	69.3
NM_007347	Q8N976.1	66.000	50	17	0	1963	2012	33	82	1.77e-11	67.0
NM_007347	Q9NV72.3	80.488	41	8	0	1976	2016	3	43	4.56e-10	68.2
NM_007347	Q8N769.1	76.471	34	8	0	1978	2011	35	68	8.99e-08	55.8
NM_007347	Q6ZUF6.1	60.976	41	16	0	1971	2011	112	152	5.97e-06	52.8
NM_007347	O00592.2	75.000	36	9	0	1971	2006	235	270	1.81e-05	53.5
NM_007347	O14628.2	69.231	39	12	0	1973	2011	76	114	4.42e-05	52.4
NM_007347	Q9H2J1.2	69.444	36	11	0	1976	2011	3	38	5.30e-05	49.3
NM_007347	Q8WTZ3.1	43.011	93	42	2	1913	2000	93	179	8.21e-05	49.7
NM_007347	Q04864.1	67.500	40	12	1	1972	2011	308	346	0.001	47.4
NM_007347	Q9Y2Z0.3	69.697	33	10	0	1972	2004	110	142	0.003	45.8
NM_007347	Q8NDZ0.2	57.143	42	18	0	1923	1964	84	125	0.006	45.4
NM_007347	Q3ZCU0.1	56.098	41	18	0	1971	2011	126	166	0.009	43.9
NM_007347	Q96ET8.3	61.765	34	13	0	1975	2008	156	189	0.028	42.4
NM_007347	Q5JPI9.2	48.000	50	22	2	1963	2012	243	288	0.056	41.6
NM_007347	O15488.2	60.606	33	13	0	1971	2003	1	33	0.12	41.2
NM_007347	P0DTE4.2	71.429	28	8	0	1931	1958	252	279	0.16	40.8
NM_007347	O94966.2	57.895	38	16	0	1973	2010	42	79	0.21	40.4
NM_007347	Q68CZ1.2	59.259	27	11	0	1986	2012	1120	1146	1.4	37.7
NM_007347	Q8N9N2.1	73.913	23	6	0	1986	2008	369	391	2.2	37.0
NM_007347	C1D6Y0.1	30.159	63	44	0	1766	1828	100	162	2.7	35.8
NM_007347	Q8N7M2.4	71.429	35	10	0	1923	1957	6	40	3.5	36.2
NM_007347	Q96MD7.1	62.963	27	10	0	1963	1989	153	179	5.3	34.7
NM_007347	Q96MD7.1	59.259	27	11	0	1984	2010	129	155	7.2	34.3
NM_007347	Q8NG31.3	78.947	19	4	0	1936	1954	93	111	8.1	35.4
# BLASTP 2.12.0+
# Query: NM_007347 Homo sapiens adaptor related protein complex 4 subunit epsilon 1 (AP4E1), transcript variant 1, mRNA.
# Database: ../../../Blast/ncbi-blast-2.15.0+/data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 33 hits found
NM_007347	Q96MD7.1	72.000	50	14	0	1921	1970	112	161	6.10e-14	75.5
NM_007347	A0A096LPI5.1	76.744	43	10	0	1922	1964	58	100	4.86e-13	70.5
NM_007347	Q8N9N2.1	89.474	38	4	0	1922	1959	351	388	9.34e-12	73.2
NM_007347	Q8WTZ3.1	45.631	103	49	4	1900	1998	82	181	3.26e-11	68.9
NM_007347	E7EU14.2	61.224	49	19	0	1922	1970	123	171	1.61e-10	65.5
NM_007347	Q96J02.2	75.000	44	11	0	1919	1962	161	204	1.21e-09	67.4
NM_007347	Q8N2A0.1	68.750	48	15	0	1922	1969	77	124	3.15e-09	61.6
NM_007347	Q8N2A0.1	60.000	35	14	0	1922	1956	30	64	0.022	41.6
NM_007347	Q92918.1	80.556	36	7	0	1924	1959	798	833	2.32e-08	63.2
NM_007347	Q09FC8.2	82.857	35	6	0	1925	1959	61	95	4.99e-08	62.0
NM_007347	P51957.2	64.583	48	17	0	1917	1964	455	502	8.95e-08	61.2
NM_007347	Q68CZ1.2	69.767	43	13	0	1922	1964	1102	1144	1.23e-07	61.2
NM_007347	Q5H9K5.2	81.818	33	6	0	1925	1957	8	40	3.13e-07	59.3
NM_007347	Q8TDM0.1	70.270	37	11	0	1921	1957	159	195	6.42e-07	55.8
NM_007347	Q9BUA6.2	83.333	30	5	0	1922	1951	61	90	1.31e-06	55.1
NM_007347	Q9BUA6.2	85.185	27	4	0	1978	2004	1	27	8.91e-06	52.8
NM_007347	Q8N976.1	65.000	40	13	1	1932	1970	2	41	2.32e-06	52.4
NM_007347	A6NJG6.1	48.276	58	25	2	1917	1969	30	87	1.73e-05	52.8
NM_007347	Q8NEM8.2	67.568	37	12	0	1934	1970	704	740	2.06e-05	53.5
NM_007347	P78312.2	73.171	41	11	0	1917	1957	1167	1207	6.62e-05	52.0
NM_007347	Q5T7P6.1	70.000	30	9	0	1922	1951	107	136	2.93e-04	46.2
NM_007347	Q96M98.2	70.588	34	10	0	1923	1956	209	242	3.97e-04	48.5
NM_007347	F2Z398.1	60.000	40	15	1	1922	1960	69	108	0.001	44.3
NM_007347	Q9Y2Z2.2	76.923	26	6	0	1917	1942	377	402	0.027	43.1
NM_007347	A6NIU2.1	55.556	36	16	0	1922	1957	25	60	0.028	38.9
NM_007347	Q8IV13.3	74.074	27	7	0	1919	1945	96	122	0.048	42.4
NM_007347	Q5SR53.1	40.351	57	34	0	1908	1964	63	119	0.052	40.4
NM_007347	Q96T75.2	65.000	20	7	0	1922	1941	30	49	2.0	34.3
NM_007347	Q9NXG0.6	71.429	21	6	0	1922	1942	1377	1397	2.1	37.4
NM_007347	Q5JPI9.2	40.741	54	31	1	1949	2002	230	282	2.8	36.2
NM_007347	Q3V016.2	30.357	56	34	1	1667	1717	416	471	2.9	36.6
NM_007347	Q8N769.1	58.065	31	13	0	1934	1964	37	67	3.5	34.3
NM_007347	O94966.2	47.727	44	23	0	1924	1967	39	82	4.5	36.2
# BLASTP 2.12.0+
# Query: NM_007347 Homo sapiens adaptor related protein complex 4 subunit epsilon 1 (AP4E1), transcript variant 1, mRNA.
# Database: ../../../Blast/ncbi-blast-2.15.0+/data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
NM_007347	Q96N38.3	77.273	22	5	0	260	281	524	545	3.4	36.2
# BLASTP 2.12.0+
# Query: NM_007347 Homo sapiens adaptor related protein complex 4 subunit epsilon 1 (AP4E1), transcript variant 1, mRNA.
# Database: ../../../Blast/ncbi-blast-2.15.0+/data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 12 hits found
NM_007347	Q99959.2	73.333	30	8	0	229	258	463	492	3.08e-05	53.1
NM_007347	Q96NF6.1	69.231	39	11	1	270	308	1	38	7.98e-05	49.7
NM_007347	Q9P1C3.1	55.556	36	15	1	270	305	1	35	0.024	38.1
NM_007347	Q86V71.2	64.516	31	11	0	228	258	635	665	0.032	43.1
NM_007347	Q8NHA8.1	90.000	20	2	0	238	257	308	327	0.038	42.4
NM_007347	Q9H0A3.1	45.833	48	22	1	297	340	59	106	0.050	40.4
NM_007347	Q2KJ18.1	36.000	75	29	4	2178	2245	118	180	0.62	38.5
NM_007347	P75330.1	34.921	63	39	1	2187	2247	174	236	4.8	35.4
NM_007347	Q4I877.1	40.541	37	22	0	2189	2225	269	305	4.8	35.8
NM_007347	A2T711.1	34.328	67	30	2	2184	2246	78	134	9.6	33.9
NM_007347	Q96IS3.1	34.328	67	30	2	2184	2246	78	134	9.7	33.9
NM_007347	A1YG25.1	34.328	67	30	2	2184	2246	78	134	9.8	33.9
# BLASTP 2.12.0+
# Query: NM_007347 Homo sapiens adaptor related protein complex 4 subunit epsilon 1 (AP4E1), transcript variant 1, mRNA.
# Database: ../../../Blast/ncbi-blast-2.15.0+/data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 9 hits found
NM_007347	Q96CB5.2	77.273	44	10	0	237	280	36	79	5.15e-14	75.1
NM_007347	Q9NRJ1.1	75.000	32	8	0	239	270	68	99	2.55e-08	57.0
NM_007347	Q9P1C3.1	63.158	38	14	0	233	270	9	46	1.62e-07	52.8
NM_007347	Q7Z5D8.1	95.000	20	1	0	238	257	3	22	2.29e-04	47.8
NM_007347	K7EIQ3.1	88.889	18	2	0	237	254	15	32	0.004	42.4
NM_007347	A0A2R8Y7D0.1	78.125	32	7	0	239	270	89	120	0.005	42.4
NM_007347	Q96NF6.1	53.659	41	19	0	297	337	26	66	0.019	42.4
NM_007347	P95283.4	57.143	28	9	1	2214	2238	104	131	0.95	37.4
NM_007347	Q6ZH92.1	53.846	39	15	2	422	458	53	90	8.4	33.1
# BLAST processed 6 queries
